model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,breadth_top_n,buffer_rank,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight
20,10,equal_weight,legacy_risk_scaled,,1.0,2025,25,1.5336718350668916,3.0067278144461373,6.731171513773746,-0.09103154715055373,16.847696024878147,0.03951660662810188,0.09019189801549282,0.10917532406885332,0.9064,22.841279999999998,0.06714474123459332,0.0009064000000000001,0.0,0.594,0.45,1.0,0.0,0.76,0.8,10,15,0.331196752244634,9.999999999999998,0.10000000000000002
20,10,equal_weight,legacy_risk_scaled,,1.0,2026,11,0.5927614138923716,1.5031240454843353,2.956197077398763,-0.14538208011568632,4.077266011194005,0.02074938367881215,0.027895204049558718,0.04338840353177768,0.7281818181818184,18.350181818181824,0.0323027542596362,0.0007281818181818184,0.0,0.45,0.45,0.45,0.0,1.0,0.5454545454545454,10,15,0.34786514810730923,9.999999999999998,0.1
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2021,26,0.07375729142699705,0.36820567714611,0.6113207529814552,-0.28049039011908294,0.2629583544580019,0.005267784964357892,-0.04151941140090673,-0.054243463635006,0.730769230769231,18.41538461538462,0.004005199618007357,0.0007307692307692308,0.0,0.6153846153846154,0.5,1.0,0.0,0.7692307692307693,0.5,10,15,0.3605272524061117,9.999999999999998,0.10000000000000002
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2022,26,-0.2120414358863656,-0.4689774016304322,-1.2969739148361865,-0.2839973573484862,-0.7466317217387863,-0.006903093784941173,-0.08470086902554524,-0.08391591623005151,0.6461538461538462,16.283076923076923,-0.013022197026279067,0.0006461538461538462,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,15,0.3709303748448022,9.999999999999998,0.10000000000000002
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2023,25,0.9708808525211625,1.8952331681687016,5.996276809102483,-0.20756478252520416,4.677483534102277,0.03014956087634849,0.06177551873293561,0.057163221451042814,0.6480000000000001,16.329600000000003,0.05945527462529164,0.0006479999999999999,0.0,0.5,0.5,0.5,0.0,1.0,0.6,10,15,0.40088414810623035,9.999999999999998,0.10000000000000002
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2024,26,0.44347543964693403,1.3526395825027078,2.8606384796232813,-0.13275476275198472,3.340561426601653,0.016436226493074794,-0.017673314871082705,-0.00026514577724847207,0.7230769230769233,18.221538461538465,0.02433798005492292,0.000723076923076923,0.0,0.5,0.5,0.5,0.0,1.0,0.6153846153846154,10,15,0.30621084358564205,9.999999999999998,0.10000000000000002
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2025,25,1.0378190760825055,2.8537114742611425,4.630073448454289,-0.100535052389504,10.322957529893875,0.029955397720911558,0.09019189801549282,0.10917532406885332,0.7440000000000001,18.748800000000003,0.05535389337357619,0.000744,0.0,0.5,0.5,0.5,0.0,1.0,0.8,10,15,0.26452429734944277,9.999999999999998,0.10000000000000002
20,10,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,2026,11,0.6660527357141621,1.5031240454843353,2.956197077398763,-0.1607670995031869,4.142966675224236,0.02305487075423572,0.027895204049558718,0.04338840353177768,0.8090909090909091,20.389090909090907,0.03266711295191629,0.000809090909090909,0.0,0.5,0.5,0.5,0.0,1.0,0.5454545454545454,10,15,0.3865168312303436,9.999999999999998,0.1
20,10,equal_weight,regime_dd_vol_target_20pct_max_1p25,0.2,1.25,2021,26,-0.02651200811364751,0.06109435270979499,0.08781754890850081,-0.26571356730364004,-0.09977664438696623,0.0007419324591858359,-0.04151941140090673,-0.054243463635006,0.6473076923076924,16.312153846153848,-0.0016252916913175527,0.0006473076923076924,0.0,0.5480769230769231,0.5,1.0,0.0,0.9615384615384616,0.5,10,15,0.30602988888833105,9.999999999999998,0.10000000000000002
20,10,equal_weight,regime_dd_vol_target_20pct_max_1p25,0.2,1.25,2022,26,-0.2120414358863656,-0.4689774016304322,-1.2969739148361865,-0.2839973573484862,-0.7466317217387863,-0.006903093784941173,-0.08470086902554524,-0.08391591623005151,0.6461538461538462,16.283076923076923,-0.013022197026279067,0.0006461538461538462,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,15,0.3709303748448022,9.999999999999998,0.10000000000000002
